"treeID","Z"
506,16.7722225189209
507,17.7844441731771
508,18.5044443342421
509,16.9866667853461
510,22.4866667853461
511,19.2500003178914
512,15.8055555555556
513,19.1566664377848
514,19.4366667005751
515,17.2633332146539
516,16.8600001864963
517,24.0777778625488
518,28.6066663530138
519,21.9577774471707
520,14.5788888931274
521,20.4169165293376
522,17.6133331722683
523,18.891111585829
524,20.3544445037842
525,21.2199999491374
526,18.4544446733263
527,14.5399998558892
528,15.5233332316081
529,18.3466667599148
530,16.2888889312744
531,13.1877777311537
532,12.1688888337877
533,21.1166665818956
534,15.1088888380263
535,19.711110856798
536,16.4366671244303
537,15.7033326890734
538,18.79777791765
539,16.1588890287611
540,19.9800001780192
541,17.3800002204047
542,20.8466665479872
543,20.9644449022081
544,17.6888891855876
545,16.430000199212
546,16.2288890414768
547,17.6822221544054
548,23.135555267334
549,18.8855554792616
550,16.8522223366631
551,15.644444571601
552,15.948889096578
553,20.4988890753852
554,10.1699998643663
555,14.5444446139865
556,13.9944443172879
557,12.7644444571601
558,5.11555557780796
